Codigo_Cliente;Segmento_RFM;CLV_Estimado;CLV_Categoria;Score_Saude_Cliente;Prioridade_Acao;Estrategia_Recomendada;Receita_Total;Ticket_Medio;Num_Transacoes;Days_Since_Last_Purchase;Risco_Churn_Flag;R_Score;F_Score;M_Score;RFM_Score;Estado_Estimado;Faixa_Etaria_Estimada;Genero_Estimado;Categoria_Preferida;Canal_Preferencial;Padrao_Sazonal;Primeira_Compra;Ultima_Compra;Quantidade_sum;Produtos_Unicos;Grupo_Produto_<lambda>;Total_Itens;Customer_Lifecycle_Days;Avg_Days_Between_Purchases;Recency_Days;Frequency_Count;Monetary_Value;Purchase_Frequency_Annual;Estimated_Margin_Per_Purchase;Estimated_Lifetime_Years;CLV_Projetado_24M;Estado_Civil_Estimado;Mes_Pico_Compras;Proxima_Compra_Prevista_Dias;Investimento_Sugerido;ROI_Esperado_Estrategia;Score_Atividade;Score_Fidelidade;Score_Valor;Score_Potencial;Score_Urgencia
CM0048828;Perdidos;16485.21;Alto;6.6;3;Win_Back_Campaign;785.01;261.67;3;24;0;1;2;2;122;PR;26-35;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-02;2025-05-02;4;3;FINANCEIRO;3;1;0.3;24;3;785.01;30.0;157.002;3.5;32970.42;Solteiro;5;0.0;500.0;1.5;14.3;1.9;0.9;0.9;50
C000008587;Perdidos;161151.9;Premium;6.1;3;Win_Back_Campaign;7673.9;1918.475;4;26;0;1;2;5;125;PR;26-35;Feminino;Colares;Presencial;Outono;2025-04-30;2025-04-30;4;4;ALIANCA 750;4;1;0.2;26;4;7673.9;40.0;1151.0849999999998;3.5;322303.8;Solteiro;4;0.0;500.0;1.5;7.1;2.5;8.4;8.4;70
CM0054243;Perdidos;110817.0;Premium;5.3;3;Win_Back_Campaign;5277.0;1319.25;4;26;0;1;2;5;125;PR;18-25;Feminino;Pulseiras;Presencial;Outono;2025-04-30;2025-04-30;261;4;ALIANCA PRATA;4;1;0.2;26;4;5277.0;40.0;791.55;3.5;221634.0;Casado;4;0.0;500.0;1.5;7.1;2.5;5.8;5.8;70
CM0028671;Perdidos;58198.56;Premium;4.5;3;Win_Back_Campaign;2771.36;692.84;4;26;0;1;2;4;124;RJ;26-35;Masculino;Pulseiras;E-commerce;Outono;2025-04-30;2025-04-30;42;4;BRUTA 2;4;1;0.2;26;4;2771.36;40.0;415.704;3.5;116397.12;Casado;4;0.0;500.0;1.5;7.1;2.5;3.0;3.0;70
CM0031651;Perdidos;40162.5;Premium;4.0;3;Win_Back_Campaign;1912.5;637.5;3;26;0;1;2;3;123;MG;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-04-30;46;3;ALIANCA PRATA;3;1;0.3;26;3;1912.5;30.0;382.5;3.5;80325.0;Casado;4;0.0;500.0;1.5;7.1;1.9;2.1;2.1;70
CM0056970;Perdidos;38182.62;Premium;4.0;3;Win_Back_Campaign;1818.22;606.0733333333334;3;26;0;1;2;3;123;SP;26-35;Feminino;Pulseiras;E-commerce;Outono;2025-04-30;2025-04-30;3;3;FINANCEIRO;3;1;0.3;26;3;1818.22;30.0;363.644;3.5;76365.24;Casado;4;0.0;500.0;1.5;7.1;1.9;2.0;2.0;70
CM0032106;Perdidos;31594.5;Premium;3.7;3;Win_Back_Campaign;1504.5;752.25;2;26;0;1;1;3;113;PR;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-04-30;3;2;ANEL;2;1;0.5;26;2;1504.5;20.0;451.34999999999997;3.5;63189.0;Solteiro;4;0.0;500.0;1.5;7.1;1.2;1.6;1.6;70
C000008829;Perdidos;25794.3;Alto;3.6;3;Win_Back_Campaign;1228.3000000000002;614.1500000000001;2;26;0;1;1;2;112;SP;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-04-30;41;2;ALIANCA LATAO FOLHEA;2;1;0.5;26;2;1228.3000000000002;20.0;368.49000000000007;3.5;51588.6;Casado;4;0.0;500.0;1.5;7.1;1.2;1.3;1.3;50
CM0052391;Perdidos;23501.52;Alto;3.4;3;Win_Back_Campaign;1119.12;1119.12;1;26;0;1;1;2;112;RS;18-25;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-04-30;24;1;ALIANCA PRATA;1;1;1.0;26;1;1119.12;10.0;671.4719999999999;3.5;47003.04;Casado;4;0.0;500.0;1.5;7.1;0.6;1.2;1.2;50
C000008765;Perdidos;72018.66;Premium;3.3;3;Win_Back_Campaign;3429.46;857.365;4;27;0;1;2;4;124;RS;26-35;Masculino;Brincos;E-commerce;Outono;2025-04-29;2025-04-29;98;4;ALIANCA PRATA;4;1;0.2;27;4;3429.46;40.0;514.419;3.5;144037.32;Solteiro;4;0.0;500.0;1.5;3.6;2.5;3.8;3.8;70
CM0036469;Perdidos;81396.63;Premium;3.3;3;Win_Back_Campaign;3876.03;1292.01;3;27;0;1;2;4;124;MG;26-35;Masculino;Pulseiras;Presencial;Outono;2025-04-29;2025-04-29;70;3;ALIANCA ACO;3;1;0.3;27;3;3876.03;30.0;775.206;3.5;162793.26;Casado;4;0.0;500.0;1.5;3.6;1.9;4.2;4.2;70
CM0031361;Perdidos;52031.07;Premium;3.0;3;Win_Back_Campaign;2477.67;619.4175;4;27;0;1;2;3;123;MG;26-35;Feminino;Pulseiras;E-commerce;Outono;2025-04-29;2025-04-29;56;4;ALIANCA PRATA;4;1;0.2;27;4;2477.67;40.0;371.6505;3.5;104062.14;Casado;4;0.0;500.0;1.5;3.6;2.5;2.7;2.7;70
CM0005747;Perdidos;49560.63;Premium;2.8;3;Win_Back_Campaign;2360.03;786.6766666666667;3;27;0;1;1;3;113;RJ;26-35;Feminino;Pulseiras;E-commerce;Outono;2025-04-29;2025-04-29;26;3;ALIANCA PRATA;3;1;0.3;27;3;2360.03;30.0;472.00600000000003;3.5;99121.26;Casado;4;0.0;500.0;1.5;3.6;1.9;2.6;2.6;70
CM0028821;Perdidos;49435.68;Premium;2.8;3;Win_Back_Campaign;2354.08;784.6933333333333;3;27;0;1;2;3;123;SP;26-35;Feminino;Pulseiras;E-commerce;Outono;2025-04-29;2025-04-29;65;3;ALIANCA PRATA;3;1;0.3;27;3;2354.08;30.0;470.8159999999999;3.5;98871.36;Casado;4;0.0;500.0;1.5;3.6;1.9;2.6;2.6;70
C000008578;Perdidos;35914.62;Premium;2.6;3;Win_Back_Campaign;1710.22;570.0733333333334;3;27;0;1;1;3;113;SP;26-35;Feminino;Pulseiras;Presencial;Outono;2025-04-29;2025-04-29;39;3;ALIANCA PRATA;3;1;0.3;27;3;1710.22;30.0;342.04400000000004;3.5;71829.24;Solteiro;4;0.0;500.0;1.5;3.6;1.9;1.9;1.9;70
CM0040264;Perdidos;26692.47;Alto;2.6;3;Win_Back_Campaign;1271.0700000000002;317.76750000000004;4;27;0;1;2;3;123;MG;26-35;Feminino;Brincos;E-commerce;Outono;2025-04-29;2025-04-29;22;4;ALIANCA LATAO FOLHEA;4;1;0.2;27;4;1271.0700000000002;40.0;190.6605;3.5;53384.94;Casado;4;0.0;500.0;1.5;3.6;2.5;1.4;1.4;50
FM00042665;Perdidos;47183.64;Premium;2.6;3;Win_Back_Campaign;2246.84;1123.42;2;27;0;1;1;3;113;RS;26-35;Masculino;Brincos;Presencial;Outono;2025-04-29;2025-04-29;2;2;ALIANCA 416;2;1;0.5;27;2;2246.84;20.0;674.052;3.5;94367.28;Casado;4;0.0;500.0;1.5;3.6;1.2;2.5;2.5;70
C000008561;Perdidos;22352.61;Alto;2.4;3;Win_Back_Campaign;1064.41;354.80333333333334;3;27;0;1;1;2;112;SP;26-35;Feminino;Brincos;Presencial;Outono;2025-04-29;2025-04-29;3;3;FINANCEIRO;3;1;0.3;27;3;1064.41;30.0;212.882;3.5;44705.22;Casado;4;0.0;500.0;1.5;3.6;1.9;1.2;1.2;50
CM0054088;Perdidos;28996.38;Alto;1.0;3;Win_Back_Campaign;1380.78;460.26;3;28;0;1;2;3;123;RJ;18-25;Feminino;Brincos;Presencial;Outono;2025-04-28;2025-04-28;4;3;FINANCEIRO;3;1;0.3;28;3;1380.78;30.0;276.156;3.5;57992.76;Casado;4;0.0;500.0;1.5;0.0;1.9;1.5;1.5;50
CM0033956;Perdidos;33679.8;Premium;0.9;3;Win_Back_Campaign;1603.8;801.9;2;28;0;1;1;3;113;MG;26-35;Masculino;Pulseiras;E-commerce;Outono;2025-04-28;2025-04-28;2;2;ALIANCA BLEND;2;1;0.5;28;2;1603.8;20.0;481.14;3.5;67359.6;Solteiro;4;0.0;500.0;1.5;0.0;1.2;1.8;1.8;70
CM0044842;Perdidos;24882.9;Alto;0.8;3;Win_Back_Campaign;1184.9;592.45;2;28;0;1;1;2;112;PR;18-25;Masculino;Brincos;E-commerce;Outono;2025-04-28;2025-04-28;3;2;ALIANCA BLEND;2;1;0.5;28;2;1184.9;20.0;355.47;3.5;49765.8;Solteiro;4;0.0;500.0;1.5;0.0;1.2;1.3;1.3;50
CM0005778;Perdidos;15528.24;Alto;0.6;3;Win_Back_Campaign;739.4399999999999;369.71999999999997;2;28;0;1;1;2;112;SP;26-35;Masculino;Brincos;Presencial;Outono;2025-04-28;2025-04-28;3;2;ALIANCA BLEND;2;1;0.5;28;2;739.4399999999999;20.0;221.83199999999997;3.5;31056.48;Casado;4;0.0;500.0;1.5;0.0;1.2;0.8;0.8;50
CM0039841;Novos_Clientes;109584.09;Premium;42.5;4;Kit_Boas_Vindas;5218.29;1304.5725;4;0;0;5;2;5;525;SP;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;120;4;FINANCEIRO;4;1;0.2;0;4;5218.29;40.0;782.7434999999999;3.5;219168.18;Solteiro;5;0.2;800.0;2.5;100.0;2.5;5.7;6.8;20
CM0053746;Novos_Clientes;99398.67;Premium;42.3;4;Kit_Boas_Vindas;4733.2699999999995;1183.3174999999999;4;0;0;5;2;4;524;MG;18-25;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;114;4;ALIANCA PRATA;4;1;0.2;0;4;4733.2699999999995;40.0;709.9904999999999;3.5;198797.34;Solteiro;5;0.2;800.0;2.5;100.0;2.5;5.2;6.2;20
C000008409;Novos_Clientes;53324.67;Premium;41.8;4;Kit_Boas_Vindas;2539.27;507.854;5;0;0;5;2;4;524;MG;18-25;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-02;2025-05-26;45;3;BRUTA 2;5;25;5.0;0;5;2539.27;50.0;304.7124;3.5;106649.34;Solteiro;5;5.0;800.0;2.5;100.0;3.1;2.8;3.4;20
CM0059795;Novos_Clientes;63039.9;Premium;41.7;4;Kit_Boas_Vindas;3001.9;750.475;4;0;0;5;2;4;524;SP;18-25;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;80;4;ALIANCA PRATA;4;1;0.2;0;4;3001.9;40.0;450.285;3.5;126079.8;Casado;5;0.2;800.0;2.5;100.0;2.5;3.3;4.0;20
CM0040838;Novos_Clientes;55202.28;Premium;41.6;4;Kit_Boas_Vindas;2628.68;657.17;4;0;0;5;2;4;524;MG;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;52;4;ALIANCA PRATA;4;1;0.2;0;4;2628.68;40.0;394.30199999999996;3.5;110404.56;Casado;5;0.2;800.0;2.5;100.0;2.5;2.9;3.5;20
CM0005922;Novos_Clientes;62193.81;Premium;41.5;4;Kit_Boas_Vindas;2961.61;987.2033333333334;3;0;0;5;1;4;514;MG;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;4;3;FINANCEIRO;3;1;0.3;0;3;2961.61;30.0;592.322;3.5;124387.62;Solteiro;5;0.3;800.0;2.5;100.0;1.9;3.2;3.8;20
CM0030337;Novos_Clientes;58226.7;Premium;41.5;4;Kit_Boas_Vindas;2772.7;924.2333333333332;3;0;0;5;2;4;524;MG;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;121;3;ALIANCA PRATA;3;1;0.3;0;3;2772.7;30.0;554.54;3.5;116453.4;Casado;5;0.3;800.0;2.5;100.0;1.9;3.0;3.6;20
C000008659;Novos_Clientes;40265.61;Premium;41.4;4;Kit_Boas_Vindas;1917.41;479.3525;4;0;0;5;2;3;523;MG;18-25;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;24;4;BRUTA 2;4;1;0.2;0;4;1917.41;40.0;287.6115;3.5;80531.22;Casado;5;0.2;800.0;2.5;100.0;2.5;2.1;2.5;20
CM0033672;Novos_Clientes;35379.54;Premium;41.3;4;Kit_Boas_Vindas;1684.7400000000002;421.18500000000006;4;0;0;5;2;3;523;SP;18-25;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-05;2025-05-26;4;4;ALIANCA PRATA;4;22;5.5;0;4;1684.7400000000002;40.0;252.711;3.5;70759.08;Solteiro;5;5.5;800.0;2.5;100.0;2.5;1.8;2.2;20
CM0005138;Novos_Clientes;25962.93;Alto;41.2;4;Kit_Boas_Vindas;1236.33;309.0825;4;0;0;5;2;2;522;RJ;26-35;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;52;4;ALIANCA PRATA;4;1;0.2;0;4;1236.33;40.0;185.44949999999997;3.5;51925.86;Casado;5;0.2;800.0;2.5;100.0;2.5;1.4;1.7;0
CM0043185;Novos_Clientes;27219.36;Alto;41.2;4;Kit_Boas_Vindas;1296.16;324.04;4;0;0;5;2;3;523;RJ;18-25;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;39;4;ALIANCA PRATA;4;1;0.2;0;4;1296.16;40.0;194.424;3.5;54438.72;Casado;5;0.2;800.0;2.5;100.0;2.5;1.4;1.7;0
CM0031058;Novos_Clientes;25023.39;Alto;41.1;4;Kit_Boas_Vindas;1191.59;297.8975;4;0;0;5;2;2;522;RS;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;35;4;ALIANCA PRATA;4;1;0.2;0;4;1191.59;40.0;178.7385;3.5;50046.78;Casado;5;0.2;800.0;2.5;100.0;2.5;1.3;1.6;0
CM0034536;Novos_Clientes;20628.3;Alto;41.1;4;Kit_Boas_Vindas;982.3;245.575;4;0;0;5;2;2;522;MG;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;25;4;ALIANCA PRATA;4;1;0.2;0;4;982.3;40.0;147.345;3.5;41256.6;Casado;5;0.2;800.0;2.5;100.0;2.5;1.1;1.3;0
CM0040169;Novos_Clientes;35270.13;Premium;41.1;4;Kit_Boas_Vindas;1679.53;559.8433333333334;3;0;0;5;2;3;523;RJ;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;4;3;FINANCEIRO;3;1;0.3;0;3;1679.53;30.0;335.906;3.5;70540.26;Casado;5;0.3;800.0;2.5;100.0;1.9;1.8;2.2;20
CM0042458;Novos_Clientes;24963.96;Alto;41.0;4;Kit_Boas_Vindas;1188.76;396.25333333333333;3;0;0;5;2;2;522;RS;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;69;3;ALIANCA PRATA;3;1;0.3;0;3;1188.76;30.0;237.75199999999998;3.5;49927.92;Solteiro;5;0.3;800.0;2.5;100.0;1.9;1.3;1.6;0
C000008470;Novos_Clientes;18482.94;Alto;40.9;4;Kit_Boas_Vindas;880.14;293.38;3;0;0;5;1;2;512;RJ;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;17;3;ALIANCA PRATA;3;1;0.3;0;3;880.14;30.0;176.028;3.5;36965.88;Casado;5;0.3;800.0;2.5;100.0;1.9;1.0;1.2;0
CM0034431;Novos_Clientes;8218.98;Medio;40.9;4;Kit_Boas_Vindas;391.38;97.845;4;0;0;5;2;2;522;SP;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;10;4;ALIANCA PRATA;4;1;0.2;0;4;391.38;40.0;58.706999999999994;3.5;16437.96;Casado;5;0.2;657.52;2.5;100.0;2.5;0.4;0.5;0
CM0047177;Novos_Clientes;11372.97;Medio;40.9;4;Kit_Boas_Vindas;541.5699999999999;135.39249999999998;4;0;0;5;2;2;522;PR;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;22;4;ALIANCA PRATA;4;1;0.2;0;4;541.5699999999999;40.0;81.23549999999999;3.5;22745.94;Casado;5;0.2;800.0;2.5;100.0;2.5;0.6;0.7;0
CM0005656;Novos_Clientes;3960.39;Baixo;40.8;4;Kit_Boas_Vindas;188.59;47.1475;4;0;0;5;2;1;521;RS;26-35;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-26;6;3;ALIANCA ACO;4;8;2.0;0;4;188.59;40.0;28.2885;3.5;7920.78;Casado;5;2.0;316.83;2.5;100.0;2.5;0.2;0.2;0
CM0021717;Novos_Clientes;14538.72;Medio;40.8;4;Kit_Boas_Vindas;692.32;230.77333333333334;3;0;0;5;1;2;512;MG;18-25;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;4;3;ALIANCA PRATA;3;1;0.3;0;3;692.32;30.0;138.464;3.5;29077.44;Casado;5;0.3;800.0;2.5;100.0;1.9;0.8;1.0;0
CM0035441;Novos_Clientes;25441.71;Alto;40.8;4;Kit_Boas_Vindas;1211.51;605.755;2;0;0;5;1;2;512;RS;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;3;2;ALIANCA BLEND;2;1;0.5;0;2;1211.51;20.0;363.453;3.5;50883.42;Casado;5;0.5;800.0;2.5;100.0;1.2;1.3;1.6;0
C000008799;Novos_Clientes;12817.98;Medio;40.6;4;Kit_Boas_Vindas;610.38;305.19;2;0;0;5;1;2;512;PR;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;3;2;ALIANCA UNITY;2;1;0.5;0;2;610.38;20.0;183.114;3.5;25635.96;Casado;5;0.5;800.0;2.5;100.0;1.2;0.7;0.8;0
CM0036759;Novos_Clientes;1979.67;Baixo;40.6;4;Kit_Boas_Vindas;94.27;31.423333333333332;3;0;0;5;2;1;521;PR;26-35;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;3;3;ALIANCA MOEDA;3;1;0.3;0;3;94.27;30.0;18.854;3.5;3959.34;Casado;5;0.3;158.37;2.5;100.0;1.9;0.1;0.1;0
CM0040621;Novos_Clientes;3598.56;Baixo;40.6;4;Kit_Boas_Vindas;171.36;57.120000000000005;3;0;0;5;2;1;521;RS;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-26;2025-05-26;3;3;ALIANCA PRATA;3;1;0.3;0;3;171.36;30.0;34.272;3.5;7197.12;Casado;5;0.3;287.88;2.5;100.0;1.9;0.2;0.2;0
CM0033710;Novos_Clientes;8288.7;Medio;40.5;4;Kit_Boas_Vindas;394.70000000000005;197.35000000000002;2;0;0;5;1;2;512;RJ;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;2;2;ALIANCA PRATA;2;1;0.5;0;2;394.70000000000005;20.0;118.41000000000001;3.5;16577.4;Casado;5;0.5;663.1;2.5;100.0;1.2;0.4;0.5;0
CM0005508;Novos_Clientes;1535.73;Baixo;40.4;4;Kit_Boas_Vindas;73.13;36.565;2;0;0;5;1;1;511;PR;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;2;2;ALIANCA ACO;2;1;0.5;0;2;73.13;20.0;21.938999999999997;3.5;3071.46;Casado;5;0.5;122.86;2.5;100.0;1.2;0.1;0.1;0
CM0033689;Novos_Clientes;15155.91;Alto;40.4;4;Kit_Boas_Vindas;721.71;721.71;1;0;0;5;1;2;512;RS;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;1;1;ALIANCA BLEND;1;1;1.0;0;1;721.71;10.0;433.026;3.5;30311.82;Solteiro;5;1.0;800.0;2.5;100.0;0.6;0.8;1.0;0
22;Novos_Clientes;124.74;Baixo;40.2;4;Kit_Boas_Vindas;5.94;5.94;1;0;0;5;1;1;511;RJ;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;0;1;ALIANCA 416;1;1;1.0;0;1;5.94;10.0;3.564;3.5;249.48;Solteiro;5;1.0;9.98;2.5;100.0;0.6;0.0;0.0;0
CM0033703;Novos_Clientes;3503.22;Baixo;40.2;4;Kit_Boas_Vindas;166.82;166.82;1;0;0;5;1;1;511;PR;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;1;1;ALIANCA PRATA;1;1;1.0;0;1;166.82;10.0;100.092;3.5;7006.44;Solteiro;5;1.0;280.26;2.5;100.0;0.6;0.2;0.2;0
CM0045669;Novos_Clientes;-759.15;;40.2;4;Kit_Boas_Vindas;-36.15;-36.15;1;0;0;5;1;1;511;RJ;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-26;2025-05-26;-1;1;ALIANCA PRATA;1;1;1.0;0;1;-36.15;10.0;-21.689999999999998;3.5;-1518.3;Casado;5;1.0;-60.73;2.5;100.0;0.6;0.0;0.0;0
CM0055484;Novos_Clientes;147873.81;Premium;38.8;4;Kit_Boas_Vindas;7041.61;1760.4025;4;3;0;5;2;5;525;SP;36-50;Feminino;Colares;E-commerce;Datas_Comemorativas;2025-05-23;2025-05-23;8;4;CORRENTE;4;1;0.2;3;4;7041.61;40.0;1056.2414999999999;3.5;295747.62;Solteiro;5;0.0;800.0;2.5;89.3;2.5;7.7;9.2;20
CM0039491;Novos_Clientes;51262.47;Premium;37.3;4;Kit_Boas_Vindas;2441.0699999999997;610.2674999999999;4;3;0;5;2;3;523;SP;18-25;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-02;2025-05-23;4;2;ALIANCA 416;4;22;5.5;3;4;2441.0699999999997;40.0;366.16049999999996;3.5;102524.94;Casado;5;2.5;800.0;2.5;89.3;2.5;2.7;3.2;20
C000008322;Novos_Clientes;130200.84;Premium;37.2;4;Kit_Boas_Vindas;6200.04;1240.008;5;4;0;4;2;5;425;RJ;18-25;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-22;2025-05-22;146;5;ALIANCA PRATA;5;1;0.2;4;5;6200.04;50.0;744.0048;3.5;260401.68;Casado;5;0.0;800.0;2.5;85.7;3.1;6.8;8.2;20
RM000102;Novos_Clientes;58100.49;Premium;37.2;4;Kit_Boas_Vindas;2766.69;922.23;3;3;0;5;2;4;524;MG;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-23;2025-05-23;4;3;FINANCEIRO;3;1;0.3;3;3;2766.69;30.0;553.338;3.5;116200.98;Casado;5;0.0;800.0;2.5;89.3;1.9;3.0;3.6;20
CM0046255;Novos_Clientes;47674.41;Premium;36.8;4;Kit_Boas_Vindas;2270.21;1135.105;2;3;0;5;1;3;513;MG;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-23;2025-05-23;72;2;ALIANCA PRATA;2;1;0.5;3;2;2270.21;20.0;681.063;3.5;95348.82;Casado;5;0.0;800.0;2.5;89.3;1.2;2.5;3.0;20
C000008376;Novos_Clientes;36621.9;Premium;36.6;4;Kit_Boas_Vindas;1743.8999999999999;871.9499999999999;2;3;0;5;1;3;513;MG;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-23;2025-05-23;35;2;ANEL PRATA;2;1;0.5;3;2;1743.8999999999999;20.0;523.17;3.5;73243.8;Casado;5;0.0;800.0;2.5;89.3;1.2;1.9;2.3;20
C000008508;Novos_Clientes;2736.93;Baixo;36.5;4;Kit_Boas_Vindas;130.33;32.5825;4;3;0;5;2;1;521;PR;18-25;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-23;2025-05-23;4;4;ALIANCA PRATA;4;1;0.2;3;4;130.33;40.0;19.549500000000002;3.5;5473.86;Solteiro;5;0.0;218.95;2.5;89.3;2.5;0.1;0.1;0
CM0005008;Novos_Clientes;3939.39;Baixo;36.5;4;Kit_Boas_Vindas;187.59;46.8975;4;3;0;5;2;1;521;PR;26-35;Feminino;Pulseiras;E-commerce;Outono;2025-04-30;2025-05-23;6;4;ALIANCA PRATA;4;24;6.0;3;4;187.59;40.0;28.1385;3.5;7878.78;Casado;4;3.0;315.15;2.5;89.3;2.5;0.2;0.2;0
CM0014090;Novos_Clientes;3178.56;Baixo;36.5;4;Kit_Boas_Vindas;151.35999999999999;37.839999999999996;4;3;0;5;2;1;521;SP;18-25;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-15;2025-05-23;5;4;ALIANCA ACO;4;9;2.2;3;4;151.35999999999999;40.0;22.703999999999997;3.5;6357.12;Casado;5;0.0;254.28;2.5;89.3;2.5;0.2;0.2;0
CM0050647;Novos_Clientes;749.49;Baixo;36.5;4;Kit_Boas_Vindas;35.689999999999955;8.922499999999989;4;3;0;5;2;1;521;MG;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-09;2025-05-23;3;3;ALIANCA BLEND;4;15;3.8;3;4;35.689999999999955;40.0;5.353499999999993;3.5;1498.98;Casado;5;0.7999999999999998;59.96;2.5;89.3;2.5;0.0;0.0;0
CM0044859;Novos_Clientes;28282.8;Alto;36.4;4;Kit_Boas_Vindas;1346.8;1346.8;1;3;0;5;1;3;513;RS;26-35;Feminino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-23;2025-05-23;52;1;ANEL PRATA;1;1;1.0;3;1;1346.8;10.0;808.0799999999999;3.5;56565.6;Solteiro;5;0.0;800.0;2.5;89.3;0.6;1.5;1.8;0
42;Novos_Clientes;8501.43;Medio;36.2;4;Kit_Boas_Vindas;404.83;202.415;2;3;0;5;1;2;512;MG;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-16;2025-05-23;2;2;ANEL;2;8;4.0;3;2;404.83;20.0;121.44899999999998;3.5;17002.86;Solteiro;5;1.0;680.11;2.5;89.3;1.2;0.4;0.5;0
CM0005258;Novos_Clientes;63254.73;Premium;36.0;4;Kit_Boas_Vindas;3012.13;753.0325;4;4;0;4;2;4;424;MG;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-22;2025-05-22;76;4;ALIANCA PRATA;4;1;0.2;4;4;3012.13;40.0;451.8195;3.5;126509.46;Solteiro;5;0.0;800.0;2.5;85.7;2.5;3.3;4.0;20
CM0015958;Novos_Clientes;33268.62;Premium;35.4;4;Kit_Boas_Vindas;1584.22;528.0733333333334;3;4;0;4;1;3;413;SP;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-22;2025-05-22;27;3;BRUTA 2;3;1;0.3;4;3;1584.22;30.0;316.844;3.5;66537.24;Casado;5;0.0;800.0;2.5;85.7;1.9;1.7;2.0;20
CM0005489;Novos_Clientes;83654.34;Premium;34.9;4;Kit_Boas_Vindas;3983.54;995.885;4;5;0;4;2;4;424;SP;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;105;4;ALIANCA MOEDA;4;1;0.2;5;4;3983.54;40.0;597.531;3.5;167308.68;Casado;5;0.0;800.0;2.5;82.1;2.5;4.4;5.3;20
